id_str,feat_pca_0,feat_pca_1,feat_pca_2,feat_pca_3,feat_pca_4,feat_pca_5,feat_pca_6,feat_pca_7,feat_pca_8,feat_pca_9,feat_pca_10,feat_pca_11,feat_pca_12,feat_pca_13,feat_pca_14,feat_pca_15,feat_pca_16,feat_pca_17,feat_pca_18,feat_pca_19,feat_pca_20,feat_pca_21,feat_pca_22,feat_pca_23,feat_pca_24,feat_pca_25,feat_pca_26,feat_pca_27,feat_pca_28,feat_pca_29,feat_pca_30,feat_pca_31,feat_pca_32,feat_pca_33,feat_pca_34,feat_pca_35,feat_pca_36,feat_pca_37,feat_pca_38,feat_pca_39,label,label2
102018665_-576731213511114485,-7.396454318,-0.969808919,-6.619766884,0.279079902,-1.738968578,-4.299248642,4.519759581,1.076872165,-0.562843838,-2.378127143,0.148470173,1.329018867,-5.135962282,-1.9549646,-0.406128887,-2.782353879,-1.389079108,2.158848536,1.280766366,3.086176056,-0.400221944,1.627382162,-1.137364592,0.61273714,0.360578985,0.823347808,1.005191785,-1.045198859,0.114651013,2.316764311,0.118515318,0.175095574,-1.906354451,1.292801979,-0.481536622,1.422388302,0.419928334,-0.908925486,0.248203775,0.326851596,1,0
102018665_-576784392508100660,0.537950987,2.831196081,8.697577173,1.660132398,-1.427540571,1.918854497,7.076153214,0.473793962,-3.73603354,-0.88077519,3.32885271,-2.674437595,-0.547029192,-2.174722438,-0.382424817,-1.677436486,2.18856829,0.395453257,0.99559553,0.463767501,0.872949419,1.662224118,-1.03532854,0.981111833,0.892205334,0.509584083,-0.70676894,1.860213916,-1.63008569,-1.717446789,0.686930483,0.088793442,-2.071625923,-0.301589614,-0.575766231,1.302693441,0.255316212,1.03454978,-1.591864365,-0.892719305,0,1
102018666_-577966493508162412,6.334282226,6.869315631,-11.66720871,-3.261052714,-8.080471569,-1.815709699,0.595583632,-1.800066678,3.373815467,2.407317217,-0.910696922,-1.695076283,-0.420144229,0.984324889,0.413308956,0.869286772,-2.118061015,-1.22505918,0.477171559,-0.060313657,-1.797536106,-0.990908363,-0.275898724,1.895571528,-2.240221159,-0.037523403,-0.267034707,-1.130999498,0.030049483,-0.987869981,1.543189548,0.296994376,-0.97360055,0.120262462,0.653154733,0.643884917,-0.293634216,0.267480893,0.340789161,-0.600150935,0,1
102018666_-579859279508531437,-5.862264265,2.365771915,-1.374619077,-1.467048724,-0.1899138,0.369319363,4.227435691,1.837304211,-2.643037377,-3.112391134,-2.483519066,-2.641346597,-2.561834582,-2.842622993,-0.10000217,0.36850013,0.957579454,-1.121372533,-0.198641387,-1.240362174,-0.067239725,0.263265428,1.948662196,-0.625222155,-0.023248046,-1.037632792,0.696715632,-1.93481136,-0.395118121,-0.071627567,-0.00477901,-1.491583982,-0.766998303,-0.14220455,-1.160575559,0.177651608,-0.317195426,0.223912017,0.846330422,0.333602523,1,0
102018666_-580195664508124988,1.360419356,5.225172761,1.557468865,-2.632725128,1.144078393,-3.671624434,-0.140900567,0.294009032,-3.148138929,-2.445486788,-1.361649193,1.84535914,-3.864191093,-0.475867697,1.563430564,-0.034530954,-0.553348809,-0.277530686,0.068559198,0.268045258,0.240608152,0.516154787,0.271321085,0.173593978,0.744919542,0.257185513,0.703727838,0.945717431,-0.234588395,1.129066589,0.136233486,0.483113063,0.49477774,-0.044065669,-0.135175565,-0.872085798,-0.589868594,0.333722372,-0.338891609,0.146313204,0,1
102018666_-580725825509031142,-1.708661834,1.440191406,7.036319093,-5.017091786,-0.074353288,-0.896145233,-1.092056512,-2.080455155,-0.827226503,-2.827616274,0.356900814,-0.188499181,-1.784364044,-1.396746913,1.2492831,-0.189571836,0.883246084,-1.387383803,0.420196198,-0.870442411,-0.650296828,0.117620844,2.196695052,-1.366079965,0.315593737,-0.009253751,-0.17563068,-1.384497495,0.369237932,-0.865782586,0.89942939,0.116860422,-0.289606657,0.034904339,0.359840144,0.239622416,0.01530526,0.066012563,-1.034983188,0.211465038,0,1
102018666_-581127620511987542,-7.084911109,0.272529609,0.649102765,2.575270021,2.454457019,2.835549873,4.810225987,-1.190076404,-0.304969584,1.105454951,-1.621615122,0.019901036,0.12788957,-1.020735139,-1.249437164,1.698034599,0.011661499,-0.638827243,-0.251484084,-0.296206509,0.264803085,-0.402750531,1.083978459,-0.395826906,1.401270504,-0.317180611,0.430052729,-1.094743666,0.334487363,0.663806546,0.517105405,-0.687563439,-0.033738696,-0.372401829,-0.420629865,0.243212796,-0.830450952,0.286700131,-0.272790922,0.260821725,0,1
102018666_-582405578507733583,-3.609251913,4.801469419,6.624492427,2.849016203,-1.728921,4.205145031,9.922744585,-5.603665547,-0.754744295,-1.469427043,1.441623744,-3.896030408,-0.43297294,1.053342226,-1.171160421,-3.591613521,2.639361084,1.634184754,-1.487951297,-0.026662332,-0.290969869,1.305206249,0.102781804,-0.100826305,0.107354511,0.329755659,1.503991129,0.303657477,-2.060628171,0.315464682,0.480297523,-0.043855904,-1.436368947,-1.716345534,-0.070016653,0.285151815,0.399351581,-1.003284478,-2.029338969,0.11744634,0,1
102018666_-582914420511863290,-3.72930462,-2.381960632,3.674943148,-1.726734452,2.228876769,5.760329106,3.835843148,-0.541588071,0.97974211,-0.906082045,-0.521259863,-0.744063639,1.364956874,-1.822039433,-0.249908908,1.889515527,-0.731094272,-0.759707833,0.017408302,-0.865824184,-0.27155833,-0.048832526,0.773864956,0.749814046,1.37866915,-0.535017464,0.241657945,-1.062610778,0.024765021,0.628788498,-0.200695162,-0.72248693,-0.343907488,-0.616328723,0.175758303,-0.109330817,-0.069380304,1.029080356,-0.890991047,0.462898051,0,1
102018666_-585184898512300373,-4.806633431,1.634575656,-5.750450952,1.563816167,1.675908051,-0.311031846,4.610350408,3.445623864,0.446393517,2.314375888,-3.962077066,1.435930966,-2.218612344,-0.890863764,0.766024089,-1.68560922,-1.259108362,0.297534114,0.490301718,1.118207137,-1.552609673,1.751070668,-0.761756859,0.829854632,1.63572913,-0.952489027,0.858690684,-0.96674477,0.251077807,1.673353428,0.536030385,0.512997116,-1.900849979,0.394021496,0.183242288,0.964458088,-0.192128334,-1.495512926,0.450651287,-0.726112269,0,1
102018667_-586070225510177142,3.222845424,8.951074531,8.754679641,4.663455226,3.932624136,-1.270409413,-2.377205879,2.582704054,-0.785039665,4.246652687,0.99743241,-6.81638725,-4.54959748,-3.266975917,3.381038963,0.54914516,-3.986705842,3.870401991,0.452478772,-0.653709168,-0.025978988,1.059234299,-2.506907197,-0.186070683,0.42304861,-1.307719517,-3.97235833,-0.966746614,0.056807327,-0.510776028,-0.534648354,-2.116507058,0.025919739,-0.194231838,0.358477798,0.984193329,-0.098953827,-1.91154908,1.723272775,0.52956846,0,1
102018667_-586368218510880612,-8.364155622,0.861804312,-2.560045302,-1.492171605,-0.481584396,-5.634140644,1.702076305,-0.579404493,-2.731256912,-4.181477543,-1.024898515,0.165495312,-2.989201262,-1.630333037,0.806850699,-1.714457667,0.460950585,-1.384337679,1.294424621,-0.992929388,1.024756018,-0.215452046,0.376133724,2.180220069,-0.361279945,0.022140154,-0.141259282,-0.771111718,-0.284771763,-0.18163674,0.354899855,-0.54870478,0.064138733,0.618212306,0.23862295,-1.016663451,-0.461894551,0.383924052,-0.66580408,1.446795688,0,1
102018667_-587746535508057234,-3.048687232,3.554053686,-0.654835686,-0.582198138,0.191001172,-2.7544389,3.630649405,1.756202071,-2.68364206,-0.303206693,-2.766455327,0.731966475,-3.824929946,-0.131325385,-0.393145304,0.083820896,0.206609686,0.067881524,-0.12237061,0.725583178,-0.786151588,0.934221513,0.41384454,0.218070788,0.11401491,-0.096259885,0.633152695,-1.263340165,-0.613730383,1.395127398,0.27635748,0.538920082,-1.384884383,0.123867112,-0.490791306,0.771490039,-0.906800796,0.302259671,0.236223449,-0.291689365,1,0
102018667_-589105921512438416,-9.459166731,1.328787498,0.220966559,3.206305611,2.284886309,-1.045599374,4.523466601,-1.830714311,-2.706357283,1.529679365,-0.319164942,-0.624319569,-0.01592561,0.350477911,-1.578072392,0.501864738,-0.63621858,-0.492426471,0.181811593,-1.021046089,0.661450394,-0.280003237,1.127336599,0.789824054,-0.55997636,0.174750712,0.230510743,0.715567274,1.103481987,0.356035264,1.113227189,-0.043457841,-0.097415044,0.446057265,-0.459287002,0.414107733,0.163380094,0.248435851,0.076653361,0.171618096,0,1
102018667_-589550018511894248,-5.500251678,-1.439267169,2.704169198,-1.881542846,4.001398019,5.204748841,1.945002867,-2.906267049,0.99555249,2.417944521,-1.088566686,0.683800752,0.050466954,-1.531939827,-0.271740662,1.688432477,-0.556798894,-0.367390062,0.270623494,-1.522435465,-1.569696838,-0.353708398,0.559313533,0.010783857,0.993791352,0.35663522,-0.058215847,-0.883786555,1.097002941,1.330105916,0.129270814,-0.477505396,-0.56782562,-0.042960617,0.317912841,0.353260038,-0.429665405,0.774651099,-0.963744787,-0.469792371,0,1
102018667_-591758931510313586,-6.326693888,3.373428477,-3.372622992,1.959859037,2.539587832,-3.516467649,4.264917824,2.280907843,-2.711552555,-3.893674814,-3.673422273,-1.202287024,-1.040396928,-0.692312106,-1.200660784,-0.470240443,1.229592491,0.814098113,1.336896058,0.118667322,0.825010076,1.3045103,0.181855179,-0.562120112,-1.016010776,-0.644290694,0.034630456,-0.829077825,0.478025219,0.837400184,-0.057999693,-0.984792162,-0.286270364,-0.455755023,-0.911402221,-0.345731006,0.208007156,0.164648027,3.11E-04,0.782797951,0,1
102018667_-593389950508381657,-0.602768563,2.908517591,-4.562127797,-3.907837103,-1.7292139,0.663579905,2.925421671,2.672712632,-1.110350912,-1.764305287,-0.540831916,-0.394615532,-2.203968845,-2.169735533,0.009592434,-0.837396368,-1.387175868,0.406966737,-0.257860148,1.064154853,-0.948811966,2.096120224,-0.261656937,-1.457162345,0.015276176,-1.313643928,0.634002109,-0.513244861,-0.911459605,-0.057243897,-1.395606475,-0.875993419,-1.220560492,0.464945713,-1.469705848,0.199666064,0.982227575,0.124505597,0.783353681,-0.753415558,0,1
102018668_-593675473508702104,-1.922462116,1.586944027,-4.388137073,-4.236088429,-4.138990776,0.068273551,3.330424216,3.56509837,0.956623855,1.314691459,-2.017927393,0.117053009,-1.08606752,0.486431869,-1.760534,-0.323833498,-1.814406749,1.446453124,0.385025773,1.111431907,-1.051546292,2.620269826,-1.798704615,-1.257944389,1.327594694,-1.389809022,-0.147010121,-1.081650924,-1.072873645,-0.53653069,-0.807824702,0.188702634,-1.634213761,0.453454258,-1.405584816,-0.205514093,-0.362698516,-0.864722572,0.519311966,-0.893346462,0,1
102018668_-594010051510709814,-6.842054689,-0.199636277,0.307924041,0.457702844,2.24992129,2.974902085,4.106006426,0.64550385,-0.326360264,0.844300106,-2.50304301,-0.177940601,0.761390834,-1.502459625,-0.275696563,2.433903581,-0.577500716,-0.145233197,0.322831811,-0.866054306,-0.09192997,-0.75187492,0.489237075,-0.21885758,1.595607766,-0.309406724,0.531480944,-0.472466087,-0.288434097,0.613638291,0.485409007,-1.317154865,-0.348734414,-0.191170127,-0.232274523,-0.126745224,-0.414143188,0.402195542,0.183866288,-0.523316058,0,1
102018668_-595646727509469177,-1.952861141,6.834338103,3.645687847,3.152003059,2.598193366,-1.847901749,4.880088755,-2.914245151,-4.854829454,0.900833701,0.794309232,-1.353689714,-4.503811292,-0.342392291,0.541958515,-0.690518959,0.80769177,-0.432327653,0.1972549,-0.307855976,-0.100571877,0.611256147,1.090710672,0.814642147,0.154396598,0.454056692,0.721573819,-0.265251182,0.261981452,1.134730506,-0.273767887,-0.580701901,-1.229899419,-0.035851906,-0.830484521,0.076323857,0.277131208,-0.667795349,0.819482364,-0.996629134,1,0
102018668_-595907314509315527,-1.200084975,2.017662783,3.594553204,-1.065719466,-0.70274537,4.586482354,7.22250667,-2.906015603,2.943456271,-0.367016436,0.167684886,1.200732494,1.252569319,1.219876765,-1.592090241,-0.474631486,-0.781580868,-0.262801697,-0.736447576,-0.93077701,-1.069078523,1.650434153,-1.0824945,-0.230119331,0.407236047,-1.253544241,0.172393829,-0.855157179,-0.888421347,-0.032418695,-1.189816706,-0.448975834,-0.13811739,-0.239641733,-1.171199937,-1.561794745,-0.050567329,-0.8361433,-0.289227283,0.016320021,0,1
102018668_-595985527510946607,6.094455918,6.687624112,-4.36707489,-3.311855333,-5.814304567,-3.952108044,-1.200748173,-4.212890734,1.036572849,-4.193549275,0.854210328,-1.525286557,-5.43939703,-4.410264524,4.629062325,0.041335053,-2.913623835,-1.013795346,0.48483801,1.04435377,0.282992368,-1.638021067,0.516753419,2.247025532,-0.990028625,1.246149249,0.236671709,-1.153933544,1.992627949,-0.313331701,0.001490242,0.235790051,-0.157577893,0.012232199,-0.081937787,-1.326768508,-0.955493833,0.943817414,0.186005544,-0.744621845,0,1
102018668_-595985845510275191,3.061572097,7.859853956,-10.13606834,0.139939067,1.042135035,0.332866227,0.822715517,0.132269423,-2.022198036,-3.59213371,2.981429448,-0.576432389,-2.9267389,-1.520411323,-0.90003633,2.18728277,-2.686240918,-1.617139514,1.281481019,-1.03401009,0.894923687,1.493698148,-0.150534537,-1.508786088,-1.05726665,1.542425843,0.003332807,-1.042846448,-0.333806083,0.443942509,-0.560341062,0.088574086,0.078078465,-0.697207082,0.137111091,0.633887113,0.454311687,-0.724632921,0.28330459,-0.717340133,0,1
102018668_-597908760511024082,1.644417019,4.339942295,-5.50726518,-3.31516745,-1.494733497,-0.771828217,1.60703156,1.435262203,-2.059264857,-2.952110374,1.033570371,1.369109458,-5.940329502,-3.144616899,0.213712538,-2.191430408,-1.340780104,-1.168866255,-0.754216736,1.173017966,-0.412761291,0.909958585,0.335221031,-0.152558825,0.17263491,-0.194580034,1.504525632,-0.462588118,0.489944484,1.538262905,-0.052127451,1.040219836,-1.08273953,0.592378109,0.108017662,0.076898098,-0.225135122,-0.239555202,0.25213961,0.054584942,0,1
102018668_-600099667508657658,-0.419129148,6.984302422,-2.384543875,5.42605237,6.512887918,-3.490969833,-1.86789201,0.78242681,-0.713262223,0.332760546,-2.772843278,-1.645932917,-2.118859919,2.737444058,0.946306747,-0.384452474,0.065174896,1.990325597,1.248362431,-0.333699662,1.474109431,1.2036571,0.098651165,-0.327826039,-0.557998521,0.535681653,0.784674044,0.046617565,0.069156266,2.210840625,0.809534673,0.259908499,0.746546827,-0.077523152,0.612473732,-0.761835588,-0.773775234,-1.100177229,0.01328376,0.474801593,0,1
102018668_-600573326509635604,-5.692934794,2.052711152,-2.964689626,1.122543666,0.933246202,-6.753514906,-0.702327827,-3.225178777,-0.839676748,-0.174591374,-2.412232205,-1.454195694,-1.149123048,3.890428525,0.369340464,-1.133771183,1.781261955,0.685085701,0.511750364,-0.099738065,1.119467521,1.34865796,-0.524103889,0.760600593,0.591071809,-0.5242998,-0.641826034,-0.203451647,-0.475562537,0.304420371,-0.13215464,-0.005634212,-0.246516004,-0.539546589,0.469653582,-0.734350209,0.063559533,0.574256283,-0.81774125,0.311271136,0,1
102018669_-601588051510752927,-6.999983375,0.88928557,3.437409476,2.058347642,3.256958657,2.10760298,1.734509112,-4.078249366,3.968253227,1.950859038,-1.124183942,-0.158891151,1.254275104,-0.244116646,1.057887753,2.440278968,-0.570914857,-0.712303,-0.571326736,-0.79338379,-0.477439432,-0.822084451,0.083951056,-0.940643605,0.279037832,1.697018933,0.583215638,-1.588710837,2.321568801,1.526089048,0.526075747,0.596933063,-0.244266291,-0.562570033,-0.220861244,0.293641472,-0.998768464,0.634040841,-2.208194911,-0.378808434,0,1
102018669_-601600257511403002,-4.26381247,-1.005517304,-0.263836055,-5.235225639,2.095969281,2.300614961,-0.640491266,1.348670355,1.050557615,-0.825769044,-0.896934343,0.566724368,-0.937415859,-0.725631529,-1.053171239,-0.270368478,-0.813278704,1.169908088,0.02421869,0.03856098,-1.820321665,0.033441844,-0.086862864,-0.612960951,0.427708012,0.136367621,0.197833185,0.153498818,-0.67371713,-0.397760932,-0.568285334,-0.352149163,-0.327056783,0.210227219,-0.456704148,-0.030493729,0.17199086,-0.427307778,-0.162498872,0.563300801,0,1
102018669_-601964314507851429,-0.708411087,4.94441749,-1.468335287,-2.277626852,1.831103196,-2.903893428,3.041969367,-0.882198513,-2.884018658,-6.099001353,-0.261588108,3.169735942,-5.135000545,-3.61270124,1.782887313,-1.187914287,-1.012038036,-0.475182261,1.643425479,0.026347193,-0.052994454,-0.494801137,1.104830456,0.651407498,0.649267834,1.330704916,0.992533455,0.210349647,0.108554291,1.091352221,0.750962167,-0.330463186,0.114465798,0.374770709,-0.402373683,-0.440999716,-0.996271705,0.39640315,0.760763771,0.506021473,0,1
102018669_-602009351509348350,-6.110356585,2.84980571,0.047015771,2.107166248,-0.393427854,-0.434981995,6.637762865,-0.011607931,-1.363968316,-1.626409777,-3.174794545,-1.537085167,-0.43042145,-1.95295504,-0.422864873,0.963568685,1.301983674,-1.454547936,0.298736642,-0.125780574,0.618458774,0.088811324,1.423398602,-0.664793091,0.816104,-0.776997972,-0.659923973,-2.496010959,0.257128806,0.886614713,0.571511551,-0.58637231,-0.206245415,-0.953456595,-1.448811276,0.003709828,-0.098103303,-0.523606985,0.236332698,0.182723794,0,1
102018669_-602361187511013627,-4.383196241,1.500534432,0.191757234,6.742921427,-5.534033941,0.224579485,-4.381159659,3.610946517,1.356403099,-2.125727746,-0.263585309,2.385188292,-4.479192991,-0.996728276,-3.95105883,1.304694341,2.623498625,2.265450687,-2.210651006,-3.291006349,1.632904852,-1.077921107,-1.08366526,1.136321702,-0.148283622,-1.253503593,-1.346274267,-1.519616141,-0.089382583,2.565629329,-1.556909549,0.961528517,-1.253243117,2.42177838,0.150574661,2.933584955,-0.965974284,-1.748736003,-0.032610667,-0.419364434,0,1
102018669_-602428564508851862,-4.783911699,2.001722758,-2.685498553,0.277392707,0.663754402,-0.553597842,4.430978751,1.627571454,-2.324267656,1.937163034,-2.364550144,-1.141848853,-0.969026431,0.621452691,-0.952949193,-0.17538612,-1.588042545,1.172874782,-0.269718049,1.529844823,-0.882399461,2.205998415,0.321187847,-1.247543413,0.584371911,-1.036952242,-0.05256959,-1.610066519,-0.146818285,1.350091352,-0.917002959,-0.484287719,-0.727913416,0.574997441,-1.331797905,1.289011343,0.515355416,-0.261738597,-0.286459558,-0.845335753,0,1
102018669_-603775591511144547,-7.796477387,-4.700596854,0.191290402,-2.445103108,0.575284549,3.123132605,0.282734684,0.65107969,1.250195068,1.031792618,0.529453689,0.669674303,0.525839887,-1.621075364,0.272486625,2.071735503,-0.014702399,-0.382755889,0.332542129,0.306741397,-0.583094498,0.282120831,-0.400042666,-0.535586543,0.320251505,0.284075565,-0.059225898,0.152195534,0.080187208,0.621150635,-0.366025373,-0.777332243,-0.171862483,0.270447541,0.296499192,0.282261288,-1.106143067,0.510899305,0.093008381,-0.793553584,0,1
102018669_-603787623509817624,-1.946005097,5.807320428,-0.435662278,3.142788353,4.689532798,-4.765129452,1.170806816,1.243338054,-2.509214121,-2.487705711,-3.549363287,-1.058061995,-5.247011946,-1.866678857,1.694234187,-2.224659883,0.596936717,-0.069524293,2.143695973,-2.191311375,1.217847895,0.143822797,0.743955178,1.95803821,0.700010123,0.710447787,-0.170851416,-1.154620848,0.228218011,1.388056042,0.387462225,0.459227307,1.433007433,-0.497973426,0.121088791,-1.498355822,-1.89408631,-0.581586222,0.253942156,1.051853554,0,1
102018669_-604319913511714307,-5.947891385,1.671973762,-0.843803348,8.554668909,-0.405937746,-1.385305754,-4.906656215,1.837026496,2.585217598,1.26627475,0.846664916,3.071838176,-5.038521328,0.296234168,-5.986556505,1.215429528,1.715619069,3.106976067,-0.122735996,-2.284867374,2.34028943,-2.827483439,0.134833727,3.186681652,-0.407272753,0.103847508,-0.496364672,0.466388706,2.178541302,2.234996285,-1.356780159,-0.423745102,-1.47414231,-0.23684842,-1.884294887,1.370700885,0.836819165,-1.113499369,0.135414148,-1.772971612,0,1
102018669_-605087447508334722,-1.429375533,-5.526912859,3.885822548,-5.839264235,-1.106606607,0.619808107,-4.68292939,-2.42460447,1.167630677,-0.410357946,0.354439003,1.13109178,-1.50131176,0.357904699,0.610193406,2.630141641,3.696186376,0.036419026,0.136268019,0.126144004,-0.307901693,0.530256186,0.230427177,-1.333862342,-0.515124077,-0.235461607,-0.337221484,-1.655625701,0.485382696,0.391297222,0.359021359,0.547899694,-0.551526195,0.086562486,1.435495557,-0.391515769,0.463721607,0.025929303,-0.522407206,0.01909513,0,1
102018669_-605367921508227278,3.049477778,-3.169667182,2.809244428,-3.838120259,2.434235447,-2.083264407,-4.231476727,-3.004373504,-1.446037569,-1.700326604,-1.238902361,-1.855936407,-1.741879457,0.393916482,-0.046716291,-2.024320073,0.133994504,-0.85837327,-0.212354753,0.132507763,-0.051766482,-0.122060879,0.029632319,0.074946112,0.021903972,-0.263542206,-0.028277936,-0.043427899,1.049927543,-0.014228596,0.26084077,0.598129356,0.08139107,0.916324883,-0.230348209,-0.226292126,-0.130820833,-0.387464976,-0.759082329,0.524585103,0,1
102018669_-605730319507862884,0.583092267,7.384329756,1.279638321,5.98846352,5.158647189,-5.862999657,-1.84262594,-2.77519129,-0.443962117,0.810975547,-0.276286853,-2.573782101,-2.104424814,2.832357136,3.031511582,2.620636197,-0.816584597,1.415032065,-0.437684351,0.327695445,1.643808124,1.314054855,-0.972980205,0.403402382,1.301487603,-1.603530138,0.050222483,1.262144982,-0.38725694,1.290377871,-0.885684973,-1.100391604,2.364681329,-0.353299324,1.057202479,-0.901449273,-0.574798869,-1.045343858,0.462755725,-0.302952361,0,1
